date,estate,plantation_area_ha,rainfall_mm,workers,fertilizer_kg,production_tons
2021-07-10,Estate_D,351,201,90,174,109.4
2021-07-11,Estate_B,150,99,60,972,105.38
2021-07-12,Estate_D,454,226,28,815,119.91
2021-07-13,Estate_B,395,228,51,660,126.72
2021-07-14,Estate_D,159,145,44,690,72.09
2021-07-15,Estate_C,469,154,55,540,120.46
2021-07-16,Estate_C,231,213,35,340,79.73
2021-07-17,Estate_C,362,299,78,960,166.84
2021-07-18,Estate_D,50,166,73,253,65.46
2021-07-19,Estate_B,368,147,46,885,143.26
2021-07-20,Estate_B,487,277,93,195,141.2
2021-07-21,Estate_D,104,115,58,825,95.66
2021-07-22,Estate_C,420,128,30,393,127.05
2021-07-23,Estate_C,473,211,83,308,146.54
2021-07-24,Estate_B,448,213,73,442,129.97
2021-07-25,Estate_C,198,55,14,187,49.31
2021-07-26,Estate_A,480,88,79,917,195.74
2021-07-27,Estate_B,358,219,99,875,157.53
2021-07-28,Estate_C,186,292,13,489,26.14
2021-07-29,Estate_B,251,164,48,424,75.79
2021-07-30,Estate_A,485,235,44,988,157.11
2021-07-31,Estate_B,362,295,10,931,125.46
2021-08-01,Estate_B,166,174,33,256,54.55
2021-08-02,Estate_B,203,61,66,767,120.66
2021-08-03,Estate_B,474,180,79,750,161.14
2021-08-04,Estate_A,340,286,50,732,101.38
2021-08-05,Estate_D,112,67,63,676,80.77
2021-08-06,Estate_B,293,89,55,718,122.78
2021-08-07,Estate_B,74,70,69,758,87.72
2021-08-08,Estate_C,139,192,69,236,55.79
2021-08-09,Estate_B,124,274,66,773,84.72
2021-08-10,Estate_C,343,148,40,527,137.36
2021-08-11,Estate_D,435,75,93,551,146.47
2021-08-12,Estate_A,440,57,33,711,144.95
2021-08-13,Estate_A,259,149,98,949,122.81
2021-08-14,Estate_D,467,289,45,918,161.77
2021-08-15,Estate_A,396,271,94,240,121.15
2021-08-16,Estate_D,66,136,39,182,41.74
2021-08-17,Estate_D,177,91,33,276,50.05
2021-08-18,Estate_D,476,221,39,297,125.83
2021-08-19,Estate_A,492,63,95,723,171.07
2021-08-20,Estate_C,413,127,16,667,112.99
2021-08-21,Estate_D,300,51,44,790,124.39
2021-08-22,Estate_B,228,168,64,520,94.26
2021-08-23,Estate_A,231,86,23,500,83.92
2021-08-24,Estate_D,201,118,19,797,84.1
2021-08-25,Estate_D,74,215,89,570,82.02
2021-08-26,Estate_B,229,286,25,317,70.02
2021-08-27,Estate_C,247,90,63,927,121.05
2021-08-28,Estate_C,393,111,98,828,155.71
2021-08-29,Estate_C,210,295,86,731,107.38
2021-08-30,Estate_D,226,109,79,274,107.08
2021-08-31,Estate_D,334,174,53,122,95.34
2021-09-01,Estate_D,112,160,82,824,91.35
2021-09-02,Estate_A,199,63,54,334,85.63
2021-09-03,Estate_B,203,297,65,112,74.47
2021-09-04,Estate_D,205,280,93,200,94.3
2021-09-05,Estate_B,419,266,91,635,143.29
2021-09-06,Estate_B,98,133,66,975,90.54
2021-09-07,Estate_C,386,179,30,622,111.16
2021-09-08,Estate_A,133,280,77,884,97.29
2021-09-09,Estate_D,410,119,59,551,140.87
2021-09-10,Estate_C,226,194,42,530,89.84
2021-09-11,Estate_C,197,172,16,892,90.59
2021-09-12,Estate_D,167,138,79,705,117.55
2021-09-13,Estate_B,391,298,24,812,128.75
2021-09-14,Estate_C,112,77,91,632,95.77
2021-09-15,Estate_B,238,115,41,951,100.36
2021-09-16,Estate_A,409,212,84,822,151.39
2021-09-17,Estate_B,98,278,29,751,60.69
2021-09-18,Estate_A,376,54,97,392,149.97
2021-09-19,Estate_B,306,242,24,909,111.12
2021-09-20,Estate_C,273,217,57,200,80.03
2021-09-21,Estate_C,190,253,80,601,93.13
2021-09-22,Estate_A,264,233,30,403,80.26
2021-09-23,Estate_D,484,213,51,970,173.31
2021-09-24,Estate_A,428,94,35,639,148.14
2021-09-25,Estate_A,489,200,23,652,133.84
2021-09-26,Estate_B,260,96,66,454,104.37
2021-09-27,Estate_B,367,80,46,402,101.96
2021-09-28,Estate_A,81,188,67,595,93.2
2021-09-29,Estate_C,207,59,30,757,78.47
2021-09-30,Estate_B,334,244,91,867,160.05
2021-10-01,Estate_D,354,167,78,326,117.44
2021-10-02,Estate_B,478,63,12,335,110.47
2021-10-03,Estate_B,335,129,96,972,148.63
2021-10-04,Estate_D,193,251,99,991,154.22
2021-10-05,Estate_A,473,142,46,554,143.25
2021-10-06,Estate_D,68,59,97,112,66.14
2021-10-07,Estate_A,67,125,58,309,62.97
2021-10-08,Estate_A,306,143,28,840,106.4
2021-10-09,Estate_A,127,154,98,496,94.6
2021-10-10,Estate_D,420,50,94,199,140.01
2021-10-11,Estate_A,224,182,21,130,51.22
2021-10-12,Estate_C,243,69,70,997,143.38
2021-10-13,Estate_D,162,57,50,627,84.85
2021-10-14,Estate_C,163,220,42,748,68.87
2021-10-15,Estate_A,271,253,59,428,94.5
2021-10-16,Estate_B,215,50,77,265,95.74
2021-10-17,Estate_A,484,106,80,558,152.59
2021-10-18,Estate_C,368,113,95,921,155.61
2021-10-19,Estate_C,181,167,42,199,56.68
2021-10-20,Estate_D,434,261,90,720,172.18
2021-10-21,Estate_B,313,77,33,954,119.62
2021-10-22,Estate_D,462,170,70,272,150.19
2021-10-23,Estate_C,104,156,70,848,87.37
2021-10-24,Estate_A,408,214,37,261,109.98
2021-10-25,Estate_B,180,224,67,827,99.67
2021-10-26,Estate_A,337,278,52,875,136.35
2021-10-27,Estate_A,315,253,50,362,87.33
2021-10-28,Estate_B,415,214,48,903,153.16
2021-10-29,Estate_D,211,98,95,373,106.55
2021-10-30,Estate_A,429,290,58,102,104.8
2021-10-31,Estate_C,136,169,26,127,39.82
2021-11-01,Estate_A,104,93,79,425,94.1
2021-11-02,Estate_B,337,105,79,248,117.53
2021-11-03,Estate_B,227,205,74,639,101.17
2021-11-04,Estate_B,440,160,83,587,142.0
2021-11-05,Estate_D,398,256,94,921,170.02
2021-11-06,Estate_A,57,183,14,537,41.72
2021-11-07,Estate_D,370,157,11,164,89.94
2021-11-08,Estate_D,362,238,31,455,88.89
2021-11-09,Estate_B,296,197,66,632,106.17
2021-11-10,Estate_B,372,163,75,351,136.03
2021-11-11,Estate_D,492,127,83,334,156.1
2021-11-12,Estate_A,304,179,25,326,89.56
2021-11-13,Estate_C,377,250,60,624,119.47
2021-11-14,Estate_D,103,86,48,412,52.81
2021-11-15,Estate_A,298,69,95,148,122.34
2021-11-16,Estate_B,288,75,85,217,119.08
2021-11-17,Estate_B,278,78,97,153,98.53
2021-11-18,Estate_A,116,50,49,749,70.86
2021-11-19,Estate_C,100,168,47,664,70.57
2021-11-20,Estate_B,146,84,69,143,60.34
2021-11-21,Estate_B,141,247,68,914,92.29
2021-11-22,Estate_B,313,278,19,152,58.85
2021-11-23,Estate_A,467,294,73,685,150.65
2021-11-24,Estate_D,340,108,72,657,122.06
2021-11-25,Estate_B,145,118,58,624,74.71
2021-11-26,Estate_D,137,210,73,776,99.38
2021-11-27,Estate_C,127,290,41,201,46.7
2021-11-28,Estate_B,337,228,16,891,117.96
2021-11-29,Estate_B,169,255,30,869,68.11
2021-11-30,Estate_C,351,61,29,948,130.37
2021-12-01,Estate_B,449,283,35,967,167.92
2021-12-02,Estate_D,214,69,77,497,100.36
2021-12-03,Estate_A,231,230,95,237,106.9
2021-12-04,Estate_D,447,291,24,774,139.53
2021-12-05,Estate_A,272,265,94,486,126.4
2021-12-06,Estate_A,360,92,88,210,125.41
2021-12-07,Estate_D,481,175,95,713,179.76
2021-12-08,Estate_D,56,275,23,116,27.24
2021-12-09,Estate_D,379,266,36,879,136.12
2021-12-10,Estate_D,312,99,49,281,86.81
2021-12-11,Estate_C,210,78,67,983,105.24
2021-12-12,Estate_B,200,234,37,635,67.69
2021-12-13,Estate_A,134,88,35,640,70.96
2021-12-14,Estate_D,196,272,72,270,86.48
2021-12-15,Estate_D,161,233,75,508,77.07
2021-12-16,Estate_D,430,288,34,839,145.55
2021-12-17,Estate_C,452,220,12,477,108.63
2021-12-18,Estate_D,85,227,81,287,60.11
2021-12-19,Estate_D,334,200,53,957,126.79
2021-12-20,Estate_D,237,221,51,329,63.87
2021-12-21,Estate_B,131,87,15,932,79.98
2021-12-22,Estate_C,51,133,48,951,94.89
2021-12-23,Estate_D,434,200,61,218,121.57
2021-12-24,Estate_A,352,177,32,255,75.33
2021-12-25,Estate_A,246,175,98,883,144.9
2021-12-26,Estate_A,453,94,59,786,140.33
2021-12-27,Estate_C,60,101,52,564,51.08
2021-12-28,Estate_C,283,129,28,203,74.5
2021-12-29,Estate_A,435,227,78,703,155.57
2021-12-30,Estate_D,244,283,60,797,100.07
2021-12-31,Estate_C,168,173,20,894,80.34
2022-01-01,Estate_A,445,168,21,601,131.66
2022-01-02,Estate_A,69,57,83,792,101.71
2022-01-03,Estate_D,310,291,17,781,113.33
2022-01-04,Estate_B,342,134,33,798,139.87
2022-01-05,Estate_C,471,178,50,274,135.66
2022-01-06,Estate_D,305,296,45,833,114.1
2022-01-07,Estate_A,271,57,94,844,150.28
2022-01-08,Estate_A,442,206,81,773,166.04
2022-01-09,Estate_D,275,145,64,520,113.71
2022-01-10,Estate_C,102,151,18,233,38.29
2022-01-11,Estate_B,477,54,56,490,137.16
2022-01-12,Estate_B,404,288,24,835,115.63
2022-01-13,Estate_A,391,135,57,600,131.68
2022-01-14,Estate_C,413,224,91,764,161.07
2022-01-15,Estate_B,329,83,51,132,88.62
2022-01-16,Estate_C,130,242,69,154,65.17
2022-01-17,Estate_C,251,104,93,618,145.29
2022-01-18,Estate_A,207,168,79,855,101.17
2022-01-19,Estate_B,169,267,21,924,88.31
2022-01-20,Estate_D,108,220,11,737,56.69
2022-01-21,Estate_A,264,251,16,111,63.33
2022-01-22,Estate_B,177,207,89,627,100.73
2022-01-23,Estate_B,273,163,12,819,95.2
2022-01-24,Estate_B,258,259,12,654,83.83
2022-01-25,Estate_B,419,194,36,472,116.56
2022-01-26,Estate_B,164,75,49,583,68.99
2022-01-27,Estate_C,258,185,42,746,102.01
2022-01-28,Estate_A,63,96,10,327,16.91
2022-01-29,Estate_C,58,281,17,722,54.3
2022-01-30,Estate_D,89,162,41,406,35.08
2022-01-31,Estate_B,499,125,57,556,162.64
2022-02-01,Estate_A,286,268,13,259,72.91
2022-02-02,Estate_B,330,121,79,430,127.7
2022-02-03,Estate_A,408,138,28,875,113.57
2022-02-04,Estate_C,250,95,41,324,80.56
2022-02-05,Estate_A,295,245,18,828,113.59
2022-02-06,Estate_D,327,82,21,603,98.4
2022-02-07,Estate_D,284,50,20,555,82.27
2022-02-08,Estate_A,53,196,55,144,33.05
2022-02-09,Estate_A,203,80,25,313,65.67
2022-02-10,Estate_A,491,257,10,158,94.88
2022-02-11,Estate_A,78,191,72,743,95.36
2022-02-12,Estate_D,158,102,30,715,78.64
2022-02-13,Estate_B,147,97,39,294,55.13
2022-02-14,Estate_A,264,118,22,588,76.65
2022-02-15,Estate_A,342,154,43,256,102.92
2022-02-16,Estate_D,124,139,13,709,67.2
2022-02-17,Estate_D,375,239,37,325,94.66
2022-02-18,Estate_C,195,269,68,511,68.12
2022-02-19,Estate_A,177,243,36,304,65.42
2022-02-20,Estate_C,390,291,78,178,115.3
2022-02-21,Estate_D,91,241,34,223,42.48
2022-02-22,Estate_D,405,247,12,570,127.66
2022-02-23,Estate_B,90,112,77,317,68.72
2022-02-24,Estate_A,471,122,34,615,133.15
2022-02-25,Estate_C,83,210,29,701,48.38
2022-02-26,Estate_D,66,218,43,203,35.19
2022-02-27,Estate_D,214,138,35,492,82.37
2022-02-28,Estate_C,202,225,14,730,77.68
2022-03-01,Estate_B,427,62,70,744,172.97
2022-03-02,Estate_D,125,122,18,923,81.48
2022-03-03,Estate_A,136,294,59,707,81.88
2022-03-04,Estate_D,166,126,15,533,56.5
2022-03-05,Estate_A,411,208,92,430,146.13
2022-03-06,Estate_C,391,282,69,242,107.27
2022-03-07,Estate_A,76,252,53,899,80.89
2022-03-08,Estate_C,362,117,20,639,115.71
2022-03-09,Estate_A,336,147,75,377,116.98
2022-03-10,Estate_C,183,174,56,332,69.68
2022-03-11,Estate_A,268,151,82,628,99.62
2022-03-12,Estate_B,217,287,94,670,126.73
2022-03-13,Estate_A,147,181,97,189,85.95
2022-03-14,Estate_A,317,151,95,591,140.2
2022-03-15,Estate_B,286,68,12,298,60.45
2022-03-16,Estate_D,358,247,85,461,143.54
2022-03-17,Estate_D,443,275,39,540,122.2
2022-03-18,Estate_A,222,131,99,125,93.33
2022-03-19,Estate_B,450,190,30,124,94.81
2022-03-20,Estate_A,459,282,37,493,108.62
2022-03-21,Estate_C,239,72,99,606,137.01
2022-03-22,Estate_C,171,132,71,400,98.61
2022-03-23,Estate_A,95,158,42,438,55.5
2022-03-24,Estate_D,113,124,94,366,77.39
2022-03-25,Estate_D,179,178,44,560,76.69
2022-03-26,Estate_A,359,137,61,792,134.29
2022-03-27,Estate_A,412,103,43,555,116.56
2022-03-28,Estate_C,242,248,50,459,85.99
2022-03-29,Estate_D,356,138,60,167,106.94
2022-03-30,Estate_A,230,262,56,962,124.42
2022-03-31,Estate_C,341,192,91,511,133.63
2022-04-01,Estate_D,420,114,67,590,127.82
2022-04-02,Estate_B,331,125,84,932,154.59
2022-04-03,Estate_C,78,299,66,148,44.47
2022-04-04,Estate_D,198,248,32,786,101.16
2022-04-05,Estate_D,316,192,57,663,133.38
2022-04-06,Estate_C,345,198,31,201,103.25
2022-04-07,Estate_B,60,196,26,315,29.25
2022-04-08,Estate_C,213,109,78,537,125.08
2022-04-09,Estate_D,162,142,20,799,81.6
2022-04-10,Estate_A,236,266,24,668,100.88
2022-04-11,Estate_A,344,210,44,658,112.37
2022-04-12,Estate_C,281,98,42,258,84.17
2022-04-13,Estate_D,276,273,93,588,125.65
2022-04-14,Estate_A,359,290,25,785,116.37
2022-04-15,Estate_D,147,84,43,341,77.98
2022-04-16,Estate_C,104,221,75,893,94.0
2022-04-17,Estate_A,160,151,49,852,106.22
2022-04-18,Estate_D,201,267,37,981,107.06
2022-04-19,Estate_A,295,60,56,104,88.27
2022-04-20,Estate_C,455,148,48,695,151.86
2022-04-21,Estate_D,118,249,79,919,96.85
2022-04-22,Estate_A,361,159,82,460,154.93
2022-04-23,Estate_C,338,255,29,558,75.71
2022-04-24,Estate_A,299,123,10,347,85.19
2022-04-25,Estate_A,85,243,81,665,65.81
2022-04-26,Estate_B,288,223,96,772,135.25
2022-04-27,Estate_B,197,58,72,521,98.85
2022-04-28,Estate_C,276,52,76,837,148.57
2022-04-29,Estate_B,293,134,13,114,59.86
2022-04-30,Estate_C,386,75,67,835,163.28
2022-05-01,Estate_B,495,121,34,672,134.18
2022-05-02,Estate_A,414,97,56,221,132.41
2022-05-03,Estate_C,250,243,47,376,80.27
2022-05-04,Estate_C,203,247,24,657,78.77
2022-05-05,Estate_A,499,205,72,552,153.89
2022-05-06,Estate_C,122,166,30,489,71.69
2022-05-07,Estate_C,250,270,66,393,105.43
2022-05-08,Estate_B,345,203,62,673,132.0
2022-05-09,Estate_C,66,202,55,697,57.97
2022-05-10,Estate_D,178,61,23,545,65.37
2022-05-11,Estate_A,266,182,85,309,95.4
2022-05-12,Estate_B,110,275,26,689,38.72
2022-05-13,Estate_B,476,97,48,813,169.55
2022-05-14,Estate_D,153,86,18,401,53.79
2022-05-15,Estate_A,91,256,86,322,66.24
2022-05-16,Estate_A,74,93,88,833,112.62
2022-05-17,Estate_B,88,277,91,102,55.13
2022-05-18,Estate_C,340,64,15,617,96.03
2022-05-19,Estate_B,180,92,32,192,56.59
2022-05-20,Estate_A,278,225,68,619,102.47
2022-05-21,Estate_D,157,136,55,527,84.61
2022-05-22,Estate_B,221,119,47,592,89.99
2022-05-23,Estate_A,484,95,23,334,117.08
2022-05-24,Estate_B,151,291,81,719,91.98
2022-05-25,Estate_C,403,157,71,260,123.33
2022-05-26,Estate_B,61,172,44,820,70.87
2022-05-27,Estate_B,324,220,28,851,109.55
2022-05-28,Estate_A,150,286,39,430,58.83
2022-05-29,Estate_A,93,70,87,432,80.78
2022-05-30,Estate_A,492,200,93,149,144.53
2022-05-31,Estate_B,354,156,34,622,114.53
2022-06-01,Estate_C,494,296,49,962,155.75
2022-06-02,Estate_D,66,129,97,767,106.23
2022-06-03,Estate_D,379,96,23,591,114.94
2022-06-04,Estate_A,106,166,35,681,62.73
2022-06-05,Estate_A,360,173,96,780,157.25
2022-06-06,Estate_B,352,192,31,371,97.95
2022-06-07,Estate_D,61,74,57,679,55.09
2022-06-08,Estate_A,367,85,92,966,168.56
2022-06-09,Estate_C,129,252,60,351,55.59
2022-06-10,Estate_C,265,100,12,659,98.29
2022-06-11,Estate_A,388,64,51,795,138.51
2022-06-12,Estate_A,313,117,28,931,127.44
2022-06-13,Estate_D,198,70,82,798,112.1
2022-06-14,Estate_D,130,190,37,189,48.95
2022-06-15,Estate_B,264,263,93,545,130.76
2022-06-16,Estate_D,423,68,54,431,128.42
2022-06-17,Estate_C,247,83,80,238,92.9
2022-06-18,Estate_C,249,127,87,456,118.84
2022-06-19,Estate_A,74,174,72,700,86.94
2022-06-20,Estate_D,138,245,82,373,74.41
2022-06-21,Estate_B,317,289,28,118,54.78
2022-06-22,Estate_C,192,166,56,410,75.82
2022-06-23,Estate_C,108,101,23,969,85.29
2022-06-24,Estate_B,459,287,47,985,148.19
2022-06-25,Estate_B,414,76,62,253,124.06
2022-06-26,Estate_C,75,206,70,489,61.7
2022-06-27,Estate_C,96,288,45,359,31.69
2022-06-28,Estate_B,337,205,49,719,114.95
2022-06-29,Estate_C,315,84,90,982,161.31
2022-06-30,Estate_A,65,185,39,896,48.05
2022-07-01,Estate_A,248,193,18,670,88.83
2022-07-02,Estate_B,450,155,73,224,121.19
2022-07-03,Estate_D,456,213,42,453,134.54
2022-07-04,Estate_B,331,207,61,372,116.23
2022-07-05,Estate_B,135,195,98,718,104.33
2022-07-06,Estate_D,299,51,23,910,113.57
2022-07-07,Estate_D,440,226,84,344,132.36
2022-07-08,Estate_D,319,126,62,947,124.91
2022-07-09,Estate_A,384,181,68,549,149.8
2022-07-10,Estate_C,166,139,87,346,81.18
2022-07-11,Estate_A,56,138,50,619,78.69
2022-07-12,Estate_C,186,143,77,240,74.81
2022-07-13,Estate_A,420,252,77,461,143.24
2022-07-14,Estate_C,225,56,17,107,45.79
2022-07-15,Estate_A,377,144,11,577,110.66
2022-07-16,Estate_D,364,157,95,451,134.88
2022-07-17,Estate_B,264,123,50,594,100.68
2022-07-18,Estate_A,131,88,64,705,96.91
2022-07-19,Estate_C,272,190,25,932,103.11
2022-07-20,Estate_D,421,208,71,526,125.48
2022-07-21,Estate_A,472,120,57,138,133.81
2022-07-22,Estate_A,451,240,39,692,125.64
2022-07-23,Estate_D,492,105,21,286,125.22
2022-07-24,Estate_A,152,290,44,695,88.18
2022-07-25,Estate_B,322,219,20,699,99.03
2022-07-26,Estate_A,63,238,73,853,96.43
2022-07-27,Estate_B,208,91,59,953,120.84
2022-07-28,Estate_B,201,233,94,192,82.85
2022-07-29,Estate_D,157,85,30,185,67.11
2022-07-30,Estate_A,237,133,78,143,78.14
2022-07-31,Estate_D,350,245,57,236,99.18
2022-08-01,Estate_A,147,167,29,520,62.83
2022-08-02,Estate_A,180,56,76,173,87.02
2022-08-03,Estate_C,342,103,53,647,135.31
2022-08-04,Estate_A,220,178,42,712,105.79
2022-08-05,Estate_D,473,221,82,611,161.76
2022-08-06,Estate_B,232,169,70,255,86.28
2022-08-07,Estate_A,413,222,18,354,84.38
2022-08-08,Estate_C,88,155,77,270,51.81
2022-08-09,Estate_D,64,96,44,827,90.94
2022-08-10,Estate_A,425,172,90,269,119.93
2022-08-11,Estate_D,53,190,97,863,88.71
2022-08-12,Estate_C,398,168,74,971,171.56
2022-08-13,Estate_C,458,199,17,421,117.28
2022-08-14,Estate_D,446,167,54,666,153.77
2022-08-15,Estate_A,259,70,96,555,130.88
2022-08-16,Estate_B,210,263,56,702,111.91
2022-08-17,Estate_C,65,269,49,889,76.83
2022-08-18,Estate_A,475,186,85,712,174.15
2022-08-19,Estate_A,157,75,63,254,66.11
2022-08-20,Estate_B,431,58,85,988,182.22
2022-08-21,Estate_C,499,64,55,448,143.82
2022-08-22,Estate_C,360,59,56,550,121.2
2022-08-23,Estate_A,276,265,24,975,116.95
2022-08-24,Estate_A,219,171,28,752,99.29
2022-08-25,Estate_B,83,170,35,272,59.48
2022-08-26,Estate_B,463,174,61,109,139.56
2022-08-27,Estate_C,300,219,31,839,120.05
2022-08-28,Estate_D,296,121,30,364,71.57
2022-08-29,Estate_C,318,201,60,537,132.7
2022-08-30,Estate_A,190,257,47,859,105.92
2022-08-31,Estate_C,323,98,29,346,85.8
2022-09-01,Estate_D,465,203,38,766,151.5
2022-09-02,Estate_B,145,140,60,645,76.68
2022-09-03,Estate_D,276,86,13,598,95.21
2022-09-04,Estate_D,428,117,64,228,112.33
2022-09-05,Estate_D,88,99,80,771,85.1
2022-09-06,Estate_B,351,201,37,700,124.77
2022-09-07,Estate_D,78,68,13,704,65.99
2022-09-08,Estate_D,495,149,31,426,134.58
2022-09-09,Estate_D,367,109,85,852,152.37
2022-09-10,Estate_A,294,216,54,934,104.87
2022-09-11,Estate_D,285,251,76,503,110.53
2022-09-12,Estate_B,234,138,95,728,131.89
2022-09-13,Estate_D,321,195,75,705,127.93
2022-09-14,Estate_D,489,196,97,774,178.89
2022-09-15,Estate_B,285,213,43,710,105.75
2022-09-16,Estate_D,288,251,64,724,115.05
2022-09-17,Estate_B,426,274,10,458,105.64
2022-09-18,Estate_D,315,232,81,702,128.91
2022-09-19,Estate_B,463,291,96,957,194.15
2022-09-20,Estate_D,458,118,47,817,130.35
2022-09-21,Estate_D,408,224,15,116,82.72
2022-09-22,Estate_A,389,98,95,373,132.31
2022-09-23,Estate_A,438,276,34,784,137.71
2022-09-24,Estate_D,114,157,91,215,75.11
2022-09-25,Estate_D,226,275,26,960,114.17
2022-09-26,Estate_C,52,210,70,792,98.21
